short_code,schematic_type,type,sub_type,hydrologic_region_id,network_version_id,is_active,connectivity_status,has_gis,from_node,to_node
I_SLUIS,arc,IN,LI,2,12,True,connected,True,,
D_MLRTN_FRK000,arc,D,,2,12,True,connected,True,,
D_OMR027_CAA000,arc,D,,1,12,True,connected,True,,
C_OMR024a,arc,CH,ST,1,12,True,connected,True,,
C_OMR027,arc,CH,ST,1,12,True,connected,True,,
R_71_NA2_SJR070,arc,RT,,2,12,True,connected,True,,
R_71_PA1_SJR075,arc,RT,,2,12,True,connected,True,,
D_SJR090_71_NA2,arc,D,,2,12,True,connected,True,,
R_71_PA3_WWW001,arc,RT,,2,12,True,connected,True,,
D_DMC034_71_PA3,arc,D,,2,12,True,connected,True,,
I_DPC008,arc,IN,LI,2,12,True,connected,True,,
R_71_PA4_SJR091,arc,RT,,2,12,True,connected,True,,
C_ORP000,arc,CH,CL,1,12,True,connected,True,,
D_VJB000_WTPBNC,arc,D,,1,12,True,connected,True,,
R_RFS71C_NMW004,arc,RT,,2,12,True,connected,True,,
D_DMC064_71_PA6,arc,D,,2,12,True,connected,True,,
D_LOSVQ_TRNSF,arc,D,,1,12,True,connected,True,,
DD_SAC017_SACS,arc,DD,,1,12,True,connected,True,,
D_WTPFMH_VLLJO,arc,D,,1,12,True,connected,True,,
D_WTPBNC_BNCIA,arc,D,,1,12,True,connected,True,,
D_NBA021_VJB000,arc,D,,1,12,True,connected,True,,
D_XCC054_72_XA3,arc,D,,2,12,True,connected,True,,
R_72_PR1_LBN012,arc,RT,,2,12,True,connected,True,,
R_72_PR5_MSN009,arc,RT,,2,12,True,connected,True,,
D_LBN012_72_PR5,arc,D,,2,12,True,connected,True,,
D_XCC054_72_PR5,arc,D,,2,12,True,connected,True,,
D_VLW008_72_PR1,arc,D,,2,12,True,connected,True,,
R_72_XA3_RFS72B,arc,RT,,2,12,True,connected,True,,
R_72_PR2_MSN004,arc,RT,,2,12,True,connected,True,,
D_CAA066_71_PU2,arc,D,,2,12,True,connected,True,,
D_DMC070_CAA069,arc,D,,2,12,True,connected,True,,
D_CAA069_DMC070,arc,D,,2,12,True,connected,True,,
D_DMC070_73_PA1,arc,D,,2,12,True,connected,True,,
D_CAA069_SLUIS,arc,D,,2,12,True,connected,True,,
D_SLUIS_SFLPE,arc,D,,2,12,True,connected,True,,
D_XCC033_72_PR2,arc,D,,2,12,True,connected,True,,
R_72_PR4_SAL006,arc,RT,,2,12,True,connected,True,,
C_XCC025,arc,CH,CL,2,12,True,connected,True,,
D_CAA109_90_PA1,arc,D,,2,12,True,connected,True,,
R_62_NU_TKWWTP,arc,RT,,2,12,True,connected,True,,
C_SJR105,arc,CH,ST,2,12,True,connected,True,,
D_CAA156_90_PU,arc,D,,2,12,True,connected,True,,
D_CAA165_90_PU,arc,D,,2,12,True,connected,True,,
D_RFS72A_72_PR5,arc,D,,2,12,True,connected,True,,
D_ARY010_72_PR6,arc,D,,2,12,True,connected,True,,
C_DSC016,arc,CH,ST,2,12,True,connected,True,,
C_BUR005,arc,CH,ST,2,12,True,connected,True,,
I_BUR005,arc,IN,LI,2,12,True,connected,True,,
C_CLV006,arc,CH,ST,2,12,True,connected,True,,
C_DEE023,arc,CH,ST,2,12,True,connected,True,,
C_MCD033,arc,CH,ST,2,12,True,connected,True,,
C_XCC053,arc,CH,CL,2,12,True,connected,True,,
R_72_PA_MSS014,arc,RT,,2,12,True,connected,True,,
R_RFS61D_STS030,arc,RT,,2,12,True,connected,True,,
D_WTPCSD_02_PA,arc,D,,1,12,True,connected,True,,
C_CSM033,arc,CH,ST,2,12,True,connected,True,,
C_CSM035,arc,CH,ST,2,12,True,connected,True,,
C_SAC099,arc,CH,ST,1,12,True,connected,True,,
C_LBC040,arc,CH,CL,1,12,True,connected,True,,
D_OWC000_13_NA,arc,D,,1,12,True,connected,True,,
R_JBC008_FTR048,arc,RT,,1,12,True,connected,True,,
C_HON004,arc,CH,ST,1,12,True,connected,True,,
C_CBD038,arc,CH,CL,1,12,True,connected,True,,
C_SAC093,arc,CH,ST,1,12,True,connected,True,,
C_SAC092,arc,CH,ST,1,12,True,connected,True,,
C_EMD001,arc,CH,CL,1,12,True,connected,True,,
C_BRR017,arc,CH,ST,1,12,True,connected,True,,
C_KSWCK,arc,CH,ST,1,12,True,connected,True,,
C_CMBIE,arc,CH,ST,1,12,True,connected,True,,
C_SAC064,arc,CH,ST,1,12,True,connected,True,,
SR_23_BRR004,arc,SR,,1,12,True,connected,True,,
SR_24_BRR004,arc,SR,,1,12,True,connected,True,,
R_26N_NA_EMD007,arc,RT,,1,12,True,connected,True,,
C_EMD007,arc,CH,CL,1,12,True,connected,True,,
R_PGWWTP_CRC002,arc,RT,ST,1,12,True,connected,True,,
C_LDC007,arc,CH,ST,1,12,True,connected,True,,
D_WTPFTH_02_SU,arc,D,,1,12,True,connected,True,,
C_SAC275,arc,CH,ST,1,12,True,connected,True,,
D_WTPSRW_24_NU2,arc,D,PRP,1,12,True,connected,True,,
R_24_NU2_RFS26N,arc,RT,,1,12,True,connected,True,,
R_RFS26N_PGWWTP,arc,RT,,1,12,True,connected,True,,
R_26N_PU1_RFS26N,arc,RT,,1,12,True,connected,True,,
D_LDC007_11_SA2,arc,D,,1,12,True,connected,True,,
R_11_SA2_CRK005,arc,RT,,1,12,True,connected,True,,
C_JBC002,arc,CH,CL,1,12,True,connected,True,,
R_11_SA3_RFS11,arc,RT,,1,12,True,connected,True,,
D_JBC004_11_SA3,arc,D,,1,12,True,connected,True,,
C_HKC002,arc,CH,CL,1,12,True,connected,True,,
C_BTC060,arc,CH,ST,1,12,True,connected,True,,
I_WBF030,arc,IN,LI,1,12,True,connected,True,,
I_LGRSV,arc,IN,LI,1,12,True,connected,True,,
C_LST003,arc,CH,ST,1,12,True,connected,True,,
C_SLYCK,arc,CH,ST,1,12,True,connected,True,,
D_SFF011_MNRRH,arc,D,CL,1,12,True,connected,True,,
R_MNRRH_FTR072,arc,RT,,1,12,True,connected,True,,
R_12_SA_FTR045,arc,RT,,1,12,True,connected,True,,
C_SAC218,arc,CH,ST,1,12,True,connected,True,,
C_OROVL,arc,CH,ST,1,12,True,connected,True,,
R_13_NA_RFS13,arc,RT,,1,12,True,connected,True,,
I_LST007,arc,IN,LI,1,12,True,connected,True,,
C_SAC188,arc,CH,ST,1,12,True,connected,True,,
SP_SAC193_BTC003,arc,SP,,1,12,True,connected,True,,
C_DRC012,arc,CH,ST,1,12,True,connected,True,,
C_BCC014,arc,CH,ST,1,12,True,connected,True,,
D_ESL008_09_SA1,arc,D,,1,12,True,connected,True,,
C_SAC041,arc,CH,ST,1,12,True,connected,True,,
R_10_NU1_CHWWTP,arc,RT,,1,12,True,connected,True,,
R_CHWWTP_SAC195,arc,RT,,1,12,True,connected,True,,
C_THM028,arc,CH,ST,1,12,True,connected,True,,
C_TCC081,arc,CH,CL,1,12,True,connected,True,,
D_TCC085_GCC056,arc,D,,1,12,True,connected,True,,
D_GCC039_08N_PR2,arc,D,,1,12,True,connected,True,,
R_08N_PR2_CBD044,arc,RT,,1,12,True,connected,True,,
C_CLRLK,arc,CH,ST,1,12,True,connected,True,,
C_CCH083,arc,CH,ST,1,12,True,connected,True,,
C_CCH032,arc,CH,ST,1,12,True,connected,True,,
C_CCH052,arc,CH,ST,1,12,True,connected,True,,
C_CCH053,arc,CH,ST,1,12,True,connected,True,,
C_CCH058,arc,CH,ST,1,12,True,connected,True,,
C_NFC005,arc,CH,ST,1,12,True,connected,True,,
C_NFC013,arc,CH,ST,1,12,True,connected,True,,
C_INDVL,arc,CH,ST,1,12,True,connected,True,,
I_INDVL,arc,IN,LI,1,12,True,connected,True,,
C_BRC002,arc,CH,ST,1,12,True,connected,True,,
C_BRC003,arc,CH,ST,1,12,True,connected,True,,
I_BRC003,arc,IN,LI,1,12,True,connected,True,,
C_WSB000,arc,CH,BP,1,12,True,connected,True,,
C_PTH021,arc,CH,ST,1,12,True,connected,True,,
C_BRYSA,arc,CH,ST,1,12,True,connected,True,,
D_PTH024_PSC003,arc,D,CL,1,12,True,connected,True,,
D_PSC003_20_PA,arc,D,,1,12,True,connected,True,,
C_PSC003,arc,CH,CL,1,12,True,connected,True,,
D_PSC015_CSPSO,arc,D,,1,12,True,connected,True,,
C_PSC015,arc,CH,CL,1,12,True,connected,True,,
D_PSC017_WTPNBR,arc,D,,1,12,True,connected,True,,
D_NBA011_WTPNBR,arc,D,,1,12,True,connected,True,,
C_PSC017,arc,CH,CL,1,12,True,connected,True,,
D_PSC020_WTPCMT,arc,D,,1,12,True,connected,True,,
C_PSC020,arc,CH,CL,1,12,True,connected,True,,
D_PSC024_WTPWMN,arc,D,,1,12,True,connected,True,,
D_WTPNBR_25_PU,arc,D,,1,12,True,connected,True,,
R_20_PA_PTH011,arc,RT,,1,12,True,connected,True,,
C_ABN006,arc,CH,ST,1,12,True,connected,True,,
C_YBP007,arc,CH,BP,1,12,True,connected,True,,
C_YBP002,arc,CH,BP,1,12,True,connected,True,,
D_LBC030_BEC021,arc,D,CL,1,12,True,connected,True,,
D_BEC021_LBC032,arc,D,CL,1,12,True,connected,True,,
D_WSE003_LBC040,arc,D,CL,1,12,True,connected,True,,
C_STH001,arc,CH,CL,1,12,True,connected,True,,
D_CBC001_24_NA1,arc,D,,1,12,True,connected,True,,
D_CBC001_CCK036,arc,D,ST,1,12,True,connected,True,,
C_WLF013,arc,CH,ST,1,12,True,connected,True,,
C_RLLNS,arc,CH,ST,1,12,True,connected,True,,
D_BRR050_BEC000,arc,D,CL,1,12,True,connected,True,,
C_BEC021,arc,CH,CL,1,12,True,connected,True,,
D_BEC022_WTPBWM,arc,D,CL,1,12,True,connected,True,,
D_CBC000_NIDB1,arc,D,CL,1,12,True,connected,True,,
R_NIDD1_WLF017,arc,RT,,1,12,True,connected,True,,
C_CCK036,arc,CH,ST,1,12,True,connected,True,,
D_NFA016_ABT002,arc,D,,1,12,True,connected,True,,
C_STH000,arc,CH,CL,1,12,True,connected,True,,
D_ABT002_STH001,arc,D,CL,1,12,True,connected,True,,
C_NFA011,arc,CH,ST,1,12,True,connected,True,,
D_ABN010_24_NA2,arc,D,,1,12,True,connected,True,,
R_24_NA2_ABN000,arc,RT,ST,1,12,True,connected,True,,
C_BRR050,arc,CH,ST,1,12,True,connected,True,,
D_STH001_WTPOPH,arc,D,PRP,1,12,True,connected,True,,
C_STH004,arc,CH,CL,1,12,True,connected,True,,
D_STH004_WTPFSS,arc,D,,1,12,True,connected,True,,
D_WTPFSS_24_NU2,arc,D,,1,12,True,connected,True,,
C_SCR002,arc,CH,ST,1,12,True,connected,True,,
C_STH005,arc,CH,CL,1,12,True,connected,True,,
C_LBR002,arc,CH,ST,1,12,True,connected,True,,
C_CYN009,arc,CH,ST,1,12,True,connected,True,,
D_DRM009_CYN010,arc,D,CL,1,12,True,connected,True,,
D_CYN009_TWL005,arc,D,,1,12,True,connected,True,,
C_LVC001,arc,CH,CL,1,12,True,connected,True,,
C_SYC003,arc,CH,CL,1,12,True,connected,True,,
C_DRM003,arc,CH,CL,1,12,True,connected,True,,
C_BRR066,arc,CH,ST,1,12,True,connected,True,,
D_LBR002_LBC001,arc,D,CL,1,12,True,connected,True,,
C_CYN010,arc,CH,ST,1,12,True,connected,True,,
C_NFA048,arc,CH,ST,1,12,True,connected,True,,
C_DRM009,arc,CH,CL,1,12,True,connected,True,,
C_BRR072,arc,CH,ST,1,12,True,connected,True,,
C_BRR067,arc,CH,ST,1,12,True,connected,True,,
C_DRM008,arc,CH,CL,1,12,True,connected,True,,
C_DRM000,arc,CH,CL,1,12,True,connected,True,,
D_NNA013_LVC001,arc,D,,1,12,True,connected,True,,
D_SYC003_BRR074,arc,D,ST,1,12,True,connected,True,,
C_SYC000,arc,CH,CL,1,12,True,connected,True,,
I_LKVLY,arc,IN,LI,1,12,True,connected,True,,
C_BRR074,arc,CH,ST,1,12,True,connected,True,,
SR_10_SAC196,arc,SR,,1,12,True,connected,True,,
SR_09_SAC141,arc,SR,,1,12,True,connected,True,,
SR_08S_SAC146,arc,SR,,1,12,True,connected,True,,
R_09_SA1_LCC026,arc,RT,,1,12,True,connected,True,,
C_LCC016,arc,CH,ST,1,12,True,connected,True,,
I_LCC038,arc,IN,LI,1,12,True,connected,True,,
C_LCC029,arc,CH,ST,1,12,True,connected,True,,
C_LCC026,arc,CH,ST,1,12,True,connected,True,,
C_LCC024,arc,CH,ST,1,12,True,connected,True,,
C_JBC004,arc,CH,CL,1,12,True,connected,True,,
C_JBC008,arc,CH,CL,1,12,True,connected,True,,
R_11_SA4_DWRPS2,arc,RT,,1,12,True,connected,True,,
SR_16_DWRPS1,arc,SR,,1,12,True,connected,True,,
SR_24_CCK022,arc,SR,,1,12,True,connected,True,,
SR_24_ABN010,arc,SR,,1,12,True,connected,True,,
SR_23_ABN000,arc,SR,,1,12,True,connected,True,,
SR_23_CRC002,arc,SR,,1,12,True,connected,True,,
SR_24_CRC002,arc,SR,,1,12,True,connected,True,,
SR_22_CRC002,arc,SR,,1,12,True,connected,True,,
SR_26N_CRC002,arc,SR,,1,12,True,connected,True,,
SR_26N_EMD007,arc,SR,,1,12,True,connected,True,,
SR_24_EMD007,arc,SR,,1,12,True,connected,True,,
SR_26N_AMR004,arc,SR,,1,12,True,connected,True,,
SR_26S_AMR007,arc,SR,,1,12,True,connected,True,,
SR_26N_NTOMA,arc,SR,,1,12,True,connected,True,,
SR_26S_NTOMA,arc,SR,,1,12,True,connected,True,,
SR_26S_SAC048,arc,SR,,1,12,True,connected,True,,
C_BTC018,arc,CH,ST,1,12,True,connected,True,,
R_08S_NA2_RFS8S,arc,RT,,1,12,True,connected,True,,
SR_04_SAC217,arc,SR,,1,12,True,connected,True,,
SR_08N_SAC154,arc,SR,,1,12,True,connected,True,,
C_BTC017,arc,CH,ST,1,12,True,connected,True,,
C_BTC043,arc,CH,ST,1,12,True,connected,True,,
SR_09_BTC017,arc,SR,,1,12,True,connected,True,,
SR_10_BSL001,arc,SR,,1,12,True,connected,True,,
SR_17N_BSL001,arc,SR,,1,12,True,connected,True,,
SR_11_FTR059,arc,SR,,1,12,True,connected,True,,
SR_14_YUB011,arc,SR,,1,12,True,connected,True,,
C_FTR031,arc,CH,ST,1,12,True,connected,True,,
R_15N_SA_FTR031,arc,RT,,1,12,True,connected,True,,
SR_15N_FTR029,arc,SR,,1,12,True,connected,True,,
SR_14_HON004,arc,SR,,1,12,True,connected,True,,
D_FTR045_15N_SA,arc,D,,1,12,True,connected,True,,
D_MTC000_09_PR,arc,D,,1,12,True,connected,True,,
SR_12_HON004,arc,SR,,1,12,True,connected,True,,
SR_03_KSWCK,arc,SR,,1,12,True,connected,True,,
D_FOLSM_26S_PU3,arc,D,,1,12,True,connected,True,,
SR_23_BRR011,arc,SR,,1,12,True,connected,True,,
SR_24_BRR011,arc,SR,,1,12,True,connected,True,,
D_WTPOPH_24_NU2,arc,D,PRP,1,12,True,connected,True,,
D_WTPVNY_26S_PU4,arc,D,,1,12,True,connected,True,,
D_SAC091_19_SA,arc,D,,1,12,True,connected,True,,
I_SFF008,arc,IN,LI,1,12,True,connected,True,,
R_11_PR_BTC017,arc,RT,,1,12,True,connected,True,,
R_26N_NU3_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26S_NU4_RFS26S,arc,RT,,1,12,True,connected,True,,
R_RFS26S_SRWWTP,arc,RT,,1,12,True,connected,True,,
D_XCC033_72_PR4,arc,D,,2,12,True,connected,True,,
C_MDC032,arc,CH,CL,2,12,True,connected,True,,
R_RFS63_MDWWTP,arc,RT,,2,12,True,connected,True,,
R_63_NU_RFS63,arc,RT,,2,12,True,connected,True,,
R_RFS63_AWWWTP,arc,RT,,2,12,True,connected,True,,
R_MDWWTP_OWN011,arc,RT,,2,12,True,connected,True,,
C_ESC000,arc,CH,CL,2,12,True,connected,True,,
I_MFA023,arc,IN,LI,1,12,True,connected,True,,
I_MFA001,arc,IN,LI,1,12,True,connected,True,,
I_SFA030,arc,IN,LI,1,12,True,connected,True,,
D_BCK006_ESC000,arc,D,,2,12,True,connected,True,,
D_ESC000_63_PR1,arc,D,,2,12,True,connected,True,,
C_WBF006,arc,CH,ST,1,12,True,connected,True,,
D_STS059_UFC000,arc,D,,2,12,True,connected,True,,
D_BSL000_SAC141,arc,D,,1,12,True,connected,True,,
C_TUO017,arc,CH,ST,2,12,True,connected,True,,
SR_62_TUO017,arc,SR,,2,12,True,connected,True,,
C_STS020,arc,CH,ST,2,12,True,connected,True,,
SR_61_STS017,arc,SR,,2,12,True,connected,True,,
SR_61_SJR070,arc,SR,,2,12,True,connected,True,,
C_MCD054,arc,CH,ST,2,12,True,connected,True,,
C_MCD056,arc,CH,ST,2,12,True,connected,True,,
SR_63_MCD050,arc,SR,,2,12,True,connected,True,,
SR_63_MCD021,arc,SR,,2,12,True,connected,True,,
SR_62_SJR081,arc,SR,,2,12,True,connected,True,,
SR_61_SJR043,arc,SR,,2,12,True,connected,True,,
SR_60S_FCS007,arc,SR,,2,12,True,connected,True,,
SR_61_SJR053,arc,SR,,2,12,True,connected,True,,
SR_61_FCS007,arc,SR,,2,12,True,connected,True,,
SR_60S_SJR038,arc,SR,,2,12,True,connected,True,,
SR_60S_SJR028,arc,SR,,2,12,True,connected,True,,
SR_60N_SJR028,arc,SR,,2,12,True,connected,True,,
C_MOK035,arc,CH,ST,2,12,True,connected,True,,
SR_60N_MOK019,arc,SR,,1,12,True,connected,True,,
SR_60N_SJR022,arc,SR,,1,12,True,connected,True,,
SR_72_MSN004,arc,SR,,2,12,True,connected,True,,
SR_72_SJR117,arc,SR,,2,12,True,connected,True,,
SR_72_SAL006,arc,SR,,2,12,True,connected,True,,
SR_64_EBP050,arc,SR,,2,12,True,connected,True,,
SR_64_SJR180,arc,SR,,2,12,True,connected,True,,
SR_64_EBP005,arc,SR,,2,12,True,connected,True,,
C_EBP001,arc,CH,BP,2,12,True,connected,True,,
SR_64_SJR214,arc,SR,,2,12,True,connected,True,,
SR_64_SJR227,arc,SR,,2,12,True,connected,True,,
SR_63_SJR117,arc,SR,,2,12,True,connected,True,,
SR_60N_SJR038,arc,SR,,2,12,True,connected,True,,
SR_73_SLD027,arc,SR,,2,12,True,connected,True,,
SR_64_FRS022,arc,SR,,2,12,True,connected,True,,
I_CCH053,arc,IN,LI,1,12,True,connected,True,,
SR_71_OMR039,arc,SR,,2,12,True,connected,True,,
SR_71_SJR070,arc,SR,,2,12,True,connected,True,,
I_SJR258,arc,IN,LI,2,12,True,connected,True,,
C_SJR258,arc,CH,ST,2,12,True,connected,True,,
C_JBP006,arc,CH,BP,2,12,True,connected,True,,
I_JBP006,arc,IN,IM,2,12,True,connected,True,,
C_SJR180,arc,CH,ST,2,12,True,connected,True,,
I_QNT005,arc,IN,LI,2,12,True,connected,True,,
C_CAA087,arc,CH,CL,2,12,True,connected,True,,
I_ORG000,arc,IN,LI,2,12,True,connected,True,,
I_CAP000,arc,IN,LI,2,12,True,connected,True,,
D_CAA172_90_PA1,arc,D,,2,12,True,connected,True,,
I_COT033,arc,IN,LI,2,12,True,connected,True,,
I_SJR265,arc,IN,LI,2,12,True,connected,True,,
C_MLRTN,arc,CH,ST,2,12,True,connected,True,,
I_FRS046,arc,IN,IM,2,12,True,connected,True,,
C_MDC019,arc,CH,CL,2,12,True,connected,True,,
R_AWWWTP_ESC000,arc,RT,,2,12,True,connected,True,,
C_DED012,arc,CH,ST,2,12,True,connected,True,,
R_64_PA1_EBP016,arc,RT,,2,12,True,connected,True,,
R_64_PA3_EBP016,arc,RT,,2,12,True,connected,True,,
D_MDC006_64_PA3,arc,D,PRP,2,12,True,connected,True,,
C_MCD002,arc,CH,ST,2,12,True,connected,True,,
SP_MCD002_MRS000,arc,SP,ST,2,12,True,connected,True,,
C_SJR115,arc,CH,ST,2,12,True,connected,True,,
C_MRS000,arc,CH,ST,2,12,True,connected,True,,
I_MCD055,arc,IN,LI,2,12,True,connected,True,,
SR_64_EBP030,arc,SR,,2,12,True,connected,True,,
SR_63_EBP030,arc,SR,,2,12,True,connected,True,,
SR_64_EBP019,arc,SR,,2,12,True,connected,True,,
SR_64_EBP032,arc,SR,,2,12,True,connected,True,,
SR_71_MSN004,arc,SR,,2,12,True,connected,True,,
SR_72_SJR106,arc,SR,,2,12,True,connected,True,,
SR_71_SJR106,arc,SR,,2,12,True,connected,True,,
SR_73_MSN004,arc,SR,,2,12,True,connected,True,,
SR_71_SJR117,arc,SR,,2,12,True,connected,True,,
SR_72_SJR091,arc,SR,,2,12,True,connected,True,,
SR_71_SJR091,arc,SR,,2,12,True,connected,True,,
D_DED010_63_PR2,arc,D,,2,12,True,connected,True,,
C_TUO054,arc,CH,ST,2,12,True,connected,True,,
D_TUO054_MDS003,arc,D,,2,12,True,connected,True,,
D_TUO054_TUR001,arc,D,,2,12,True,connected,True,,
R_62_NA3_RFS62,arc,RT,,2,12,True,connected,True,,
R_RFS62_TUO022,arc,RT,,2,12,True,connected,True,,
C_TUO003,arc,CH,ST,2,12,True,connected,True,,
C_STS059,arc,CH,ST,2,12,True,connected,True,,
D_STS059_SSJ001,arc,D,,2,12,True,connected,True,,
D_STS059_OAK001,arc,D,,2,12,True,connected,True,,
R_RFS61C_STS030,arc,RT,,2,12,True,connected,True,,
D_XCC010_72_XA2,arc,D,,2,12,True,connected,True,,
R_72_XA2_SAL017,arc,RT,,2,12,True,connected,True,,
R_63_PR2_EBP041,arc,RT,,2,12,True,connected,True,,
R_63_PR3_SJR134,arc,RT,,2,12,True,connected,True,,
R_63_PR1_ESC000,arc,RT,,2,12,True,connected,True,,
SR_15N_HON004,arc,SR,,1,12,True,connected,True,,
C_DCT050,arc,CH,ST,2,12,True,connected,True,,
C_STS036,arc,CH,ST,2,12,True,connected,True,,
C_MELON,arc,CH,ST,2,12,True,connected,True,,
C_FTR029,arc,CH,ST,1,12,True,connected,True,,
C_HNSLY,arc,CH,CL,2,12,True,connected,True,,
C_NNA013,arc,CH,ST,1,12,True,connected,True,,
C_NFF020,arc,CH,ST,1,12,True,connected,True,,
C_YUB023,arc,CH,ST,1,12,True,connected,True,,
C_BTC016,arc,CH,ST,1,12,True,connected,True,,
D_SJR214_EBP001,arc,D,,2,12,True,connected,True,,
C_MFY012,arc,CH,ST,1,12,True,connected,True,,
C_MFY013,arc,CH,ST,1,12,True,connected,True,,
C_OGN005,arc,CH,ST,1,12,True,connected,True,,
D_OGN005_CMT000,arc,D,CL,1,12,True,connected,True,,
C_LRT000,arc,CH,CL,1,12,True,connected,True,,
D_MFY013_LRT000,arc,D,CL,1,12,True,connected,True,,
I_MFY013,arc,IN,LI,1,12,True,connected,True,,
C_YUB030,arc,CH,ST,1,12,True,connected,True,,
C_SFY007,arc,CH,ST,1,12,True,connected,True,,
I_SFY007,arc,IN,LI,1,12,True,connected,True,,
I_NBLDB,arc,IN,LI,1,12,True,connected,True,,
C_MFF019,arc,CH,ST,1,12,True,connected,True,,
C_SFF020,arc,CH,ST,1,12,True,connected,True,,
C_SFF018,arc,CH,ST,1,12,True,connected,True,,
C_SFF011,arc,CH,ST,1,12,True,connected,True,,
C_TULOC,arc,CH,ST,2,12,True,connected,True,,
C_TUO036,arc,CH,ST,2,12,True,connected,True,,
SR_63_SJR134,arc,SR,,2,12,True,connected,True,,
C_LKVLY,arc,CH,ST,1,12,True,connected,True,,
C_NFA054,arc,CH,ST,1,12,True,connected,True,,
C_NFA019,arc,CH,ST,1,12,True,connected,True,,
I_CHW031,arc,IN,LI,2,12,True,connected,True,,
I_DCT050,arc,IN,LI,2,12,True,connected,True,,
I_NFA054,arc,IN,LI,1,12,True,connected,True,,
C_DCM027,arc,CH,ST,2,12,True,connected,True,,
C_MCD055,arc,CH,ST,2,12,True,connected,True,,
C_MCD048,arc,CH,ST,2,12,True,connected,True,,
C_MCD021,arc,CH,ST,2,12,True,connected,True,,
C_MSN005,arc,CH,ST,2,12,True,connected,True,,
C_SAC169,arc,CH,ST,1,12,True,connected,True,,
C_SAC062,arc,CH,ST,1,12,True,connected,True,,
C_SAC081,arc,CH,ST,1,12,True,connected,True,,
C_SJR214,arc,CH,ST,2,12,True,connected,True,,
C_TUO043,arc,CH,ST,2,12,True,connected,True,,
C_TUO004,arc,CH,ST,2,12,True,connected,True,,
I_SFF011,arc,IN,LI,1,12,True,connected,True,,
I_MFF019,arc,IN,LI,1,12,True,connected,True,,
I_NFF027,arc,IN,LI,1,12,True,connected,True,,
I_WBF006,arc,IN,LI,1,12,True,connected,True,,
D_SAC196_MTC000,arc,D,,1,12,True,connected,True,,
D_DRC005_05_NA,arc,D,,1,12,True,connected,True,,
D_STN004_GCC007,arc,D,HIS,1,12,True,connected,True,,
D_CBD028_08S_SA3,arc,D,,1,12,True,connected,True,,
C_CCC007,arc,CH,CL,1,12,True,connected,True,,
D_CHIPPS_CCC019,arc,D,,1,12,True,connected,True,,
D_SJR006_ANTOC,arc,D,,1,12,True,connected,True,,
D_CCC007_ANTOC,arc,D,,1,12,True,connected,True,,
C_RVPHB,arc,CH,ST,1,12,True,connected,True,,
I_RVPHB,arc,IN,LI,1,12,True,connected,True,,
CT_BUTTECITY,arc,CT,,1,12,True,connected,True,,
CT_NICOLAUS,arc,CT,,1,12,True,connected,True,,
C_DER027,arc,CH,ST,1,12,True,connected,True,,
D_CBC000_LKPNE,arc,D,CL,1,12,True,connected,True,,
I_DER011,arc,IN,LI,1,12,True,connected,True,,
CT_DAVIS,arc,CT,,1,12,True,connected,True,,
CT_FAIROAKS,arc,CT,,1,12,True,connected,True,,
CT_SACSLOUGH,arc,CT,,1,12,True,connected,True,,
CT_SMARTVILLE,arc,CT,,1,12,True,connected,True,,
CT_WHEATLAND,arc,CT,,1,12,True,connected,True,,
CT_WOODLAND,arc,CT,,1,12,True,connected,True,,
CT_YOLO,arc,CT,,1,12,True,connected,True,,
CT_OROVILLE,arc,CT,,1,12,True,connected,True,,
CT_WILKINSSL,arc,CT,,1,12,True,connected,True,,
D_DRM001_SYC001,arc,D,,1,12,True,connected,True,,
C_SYC020,arc,CH,CL,1,12,True,connected,True,,
C_SYC002,arc,CH,CL,1,12,True,connected,True,,
C_SFD003,arc,CH,ST,1,12,True,connected,True,,
C_SCOTF,arc,CH,ST,1,12,True,connected,True,,
C_DER022,arc,CH,ST,1,12,True,connected,True,,
C_DER018,arc,CH,ST,1,12,True,connected,True,,
C_DER002,arc,CH,ST,1,12,True,connected,True,,
C_DER004,arc,CH,ST,1,12,True,connected,True,,
C_CSD014,arc,CH,CL,1,12,True,connected,True,,
D_DER018_NWT013,arc,D,CL,1,12,True,connected,True,,
D_DER004_NIDD2,arc,D,CL,1,12,True,connected,True,,
C_LGRSV,arc,CH,ST,1,12,True,connected,True,,
C_SFF029,arc,CH,ST,1,12,True,connected,True,,
I_BRR023,arc,IN,LI,1,12,True,connected,True,,
D_NBLDB_CGT005,arc,D,NS,1,12,True,connected,True,,
C_CGT005,arc,CH,NS,1,12,True,connected,True,,
C_YUB034,arc,CH,ST,1,12,True,connected,True,,
R_02_NU_SAC281,arc,RT,,1,12,True,connected,True,,
R_25_PU_EAWWTP,arc,RT,NS,1,12,True,connected,True,,
R_EAWWTP_CSL005,arc,RT,NS,1,12,True,connected,True,,
R_20_NU1_WLWWTP,arc,RT,,1,12,True,connected,True,,
C_WSB005,arc,CH,BP,1,12,True,connected,True,,
R_DVWWTP_WSB005,arc,RT,,1,12,True,connected,True,,
C_LVP007,arc,CH,CL,2,12,True,connected,True,,
D_MAQ057_EBMUD,arc,D,,2,12,True,connected,True,,
D_MAQ057_LVP007,arc,D,,1,12,True,connected,True,,
D_PARDE_MAQ001,arc,D,,2,12,True,connected,True,,
C_LST004,arc,CH,ST,1,12,True,connected,True,,
