short_code,calsim_id,node_type_id,name,description,riv_mi,riv_name,comment,c2vsim_gw,c2vsim_sw,type,sub_type,nrest_gage,strm_code,rm_ii,hydrologic_region_id,latitude,longitude,model_source_id,source_id,parent_node_id,integration_status_id,network_version_id,is_active,connectivity_status,has_gis
CMT000,CMT000,6,CMT000,Camptonville Tunnel At Intake near Camptonville - USGS 11409350,,Campotonville Tunnel,Camptonville Tunnel At Intake near Camptonville - USGS 11409350,,,CH,SG,11409350,CMT,,1,39.4410743088171,-121.059850520769,1,4,,1,12,True,connected,True
LRT000,LRT000,6,LRT000,Lohman Ridge Tunnel at Intake near Camptonville - USGS 11408870,,Lohman Ridge Tunnel,Lohman Ridge Tunnel at Intake near Camptonville - USGS 11408870,,,CH,SG,11408870,LRT,,1,39.4121532676743,-120.998037663868,1,4,,1,12,True,connected,True
YUB030,YUB030,7,YUB030,Confluence with South Yuba River,30.39,Yuba River,Confluence with South Yuba River,,,CH,STM,,YUB,30.0,1,39.2961432556846,-121.209072901642,1,4,,1,12,True,connected,True
SFY007,SFY007,6,SFY007,South Yuba River At Jones Bar near Grass Valley - 11417500,7.24,South Yuba River,South Yuba River At Jones Bar near Grass Valley - 11417500,,,CH,SG,11417500,SFY,7.0,1,39.2923581057495,-121.10455861511,1,4,,1,12,True,connected,True
SAC169,SAC169,6,SAC169,Sacramento River at Butte City. USGS11389000/DWRA02500,169.23,Sacramento River,Sacramento River at Butte City. USGS11389000/DWRA02500,,,CH,SG,11389000 / DWR  A0-2500,SAC,169.0,1,39.4576444228956,-121.995224169405,1,4,,1,12,True,connected,True
SAC061,SAC061,6,SAC061,Sacramento River at Sacramento. USGS11447500/DWRA02100,62.13,Sacramento River,Sacramento River at Sacramento. USGS11447500/DWRA02100,,,CH,SG,11447500 / DWR  A0-2100,SAC,61.0,1,38.5862553673056,-121.506462692765,1,4,,1,12,True,connected,True
STS048,STS048,6,STS048,Stanislaus River at Orange Blossom Bridge. USGS11302100/DWRB03175,47.68,Stanislaus River,Stanislaus River at Orange Blossom Bridge. USGS11302100/DWRB03175,,,CH,SG,11302100,STS,48.0,2,37.788065113824,-120.762719272901,1,4,,1,12,True,connected,True
50_PA2,50_PA2,16,50_PA2,Byron Bethany I.D. within DETAW Delta,,,Byron Bethany I.D. within DETAW Delta,,,PR,A,,,,2,37.8690237845423,-121.629065567143,1,4,,1,12,True,connected,True
JLIND,JLIND,13,JLIND,Jenny Lind and small communities,,,Jenny Lind and small communities,,,OM,OMD,,,,2,38.169358063916,-120.866406639108,1,4,,1,12,True,connected,True
MAQ012,MAQ012,2,MAQ012,Folsom South Canal Connection Project Tie-In point.,11.53,Mokelumne Aqueduct,Folsom South Canal Connection Project Tie-In point.,,,CH,CNL,,MAQ,12.0,2,38.1666591105979,-121.009276610319,1,4,,1,12,True,connected,True
STS069,STS069,6,STS069,Stanislaus River below Melones powerhouse near Sonora. USGS11299500/DWRB31260,68.72,Stanislaus River,Stanislaus River below Melones powerhouse near Sonora. USGS11299500/DWRB31260,,,CH,SG,11299500,STS,69.0,2,37.9460972597114,-120.529521279738,1,4,,1,12,True,connected,True
STS060,STS060,6,STS060,Stanislaus River near Knights Ferry. USGS11300000/DWRB31190,60.0,Stanislaus River,Stanislaus River near Knights Ferry. USGS11300000/DWRB31190,,,CH,SG,11300000,STS,60.0,2,37.8736778053563,-120.604517336357,1,4,,1,12,True,connected,True
TUO004,TUO004,6,TUO004,Tuolumne River at Tuolumne City. USGS11290200/DWRB04105,3.73,Tuolumne River,Tuolumne River at Tuolumne City. USGS11290200/DWRB04105,,,CH,SG,11290200,TUO,4.0,2,37.6029264523367,-121.131490871626,1,4,,1,12,True,connected,True
YUB022,YUB022,6,YUB022,Yuba River at Smartville. USGS11419000/DWRA61180,21.72,Yuba River,Yuba River at Smartville. USGS11419000/DWRA61180,,,CH,SG,11419000,YUB,22.0,1,39.2233754358203,-121.293460675635,1,4,,1,12,True,connected,True
BTC015,BTC015,6,BTC015,C2VSIM Node. Butte Creek near Gridley. DWRA04150,14.57,Butte Creek,C2VSIM Node. Butte Creek near Gridley. DWRA04150,223,289.0,CH,SG,DWR  A0-4150,BTC,15.0,1,39.3617174005925,-121.892747517635,1,4,,1,12,True,connected,True
FRS025,FRS025,6,FRS025,C2VSIM node. Fresno River 8 miles west of Madera. USGS11258250/DWRB06725,25.17,Fresno River,C2VSIM node. Fresno River 8 miles west of Madera. USGS11258250/DWRB06725,822,73.0,CH,SG,11258250,FRS,25.0,2,36.9758375394411,-120.201903052048,1,4,,1,12,True,connected,True
WBF006,WBF006,6,WBF006,USGS Gage 11406500. West Branch Feather River near Yankee Hill (Discontinued).,5.96,West Branch Feather River,USGS Gage 11406500. West Branch Feather River near Yankee Hill (Discontinued).,,,CH,SG,11406500,WBF,6.0,1,39.6984949571387,-121.561605488628,1,4,,1,12,True,connected,True
NFF008,NFF008,7,NFF008,Confluence with West Branch Feather River,8.11,North Fork Feather River,Confluence with West Branch Feather River,,,CH,STM,,NFF,8.0,1,39.663727450591,-121.496895730811,1,4,,1,12,True,connected,True
NFF027,NFF027,6,NFF027,USGS Gage 11404500 North Fork Feather River at Pulga Road,26.59,North Fork Feather River,USGS Gage 11404500 North Fork Feather River at Pulga Road,,,CH,SG,11404500,NFF,27.0,1,39.7943922161893,-121.45189350518,1,4,,1,12,True,connected,True
SAC076,SAC076,7,SAC076,Expanded Elkhorn Pumping Plant,76.0,Sacramento River,Expanded Elkhorn Pumping Plant,,,CH,STM,,SAC,76.0,1,38.7054781081093,-121.619324264403,1,4,,1,12,True,connected,True
MFY044,MFY044,6,MFY044,Middle Yuba River below Milton Dam. USGS 11408550,44.32,Middle Yuba River,Middle Yuba River below Milton Dam. USGS 11408550,,,CH,SG,11408550,MFY,44.0,1,39.5218034068325,-120.583427529855,1,4,,1,12,True,connected,True
MFY045,MFY045,6,MFY045,Middle Yuba River at Milton Dam. USGS 11408500,44.38,Middle Yuba River,Middle Yuba River at Milton Dam. USGS 11408500,,,CH,SG,11408500,MFY,45.0,1,39.5222331991741,-120.582563722265,1,4,,1,12,True,connected,True
SFF002,SFF002,7,SFF002,Confluence with Middle Fork Feather River,2.45,South Fork Feather River,Confluence with Middle Fork Feather River,,,CH,STM,,SFF,2.0,1,39.5506785430105,-121.423944506548,1,4,,1,12,True,connected,True
MFF019,MFF019,6,MFF019,USGS Gage 11394500 Middle Fork Feather River near Merrimac (discontinued),18.91,Middle Fork Feather River,USGS Gage 11394500 Middle Fork Feather River near Merrimac (discontinued),,,CH,SG,11394500,MFF,19.0,1,39.7081486246956,-121.270861823528,1,4,,1,12,True,connected,True
SFF008,SFF008,6,SFF008,USGS 11397000 South Fork Feather River at Enterprise (discontinued),7.717,South Fork Feather River,USGS 11397000 South Fork Feather River at Enterprise (discontinued),,,CH,SG,11397000,SFF,8.0,1,39.536599966312,-121.346782807425,1,4,,1,12,True,connected,True
SFF018,SFF018,6,SFF018,USGS 11396200 South Fork Feather River below Forbestown Dam,18.141,South Fork Feather River,USGS 11396200 South Fork Feather River below Forbestown Dam,,,CH,SG,11396200,SFF,18.0,1,39.5516170513122,-121.210302712244,1,4,,1,12,True,connected,True
SAC136,SAC136,7,SAC136,Diversion point to 18_SA,136.46,Sacramento River,Diversion point to 18_SA,,,CH,STM,,SAC,136.0,1,39.1472921590944,-121.917201480373,1,4,,1,12,True,connected,True
SAC195,SAC195,7,SAC195,City of Chico WWTP Outfall (existing:Planned 1200'DS),195.57,Sacramento River,City of Chico WWTP Outfall (existing:Planned 1200'DS),,,CH,STM,,SAC,195.0,1,39.6945857075813,-121.942140185269,1,4,,1,12,True,connected,True
MTC000,MTC000,2,MTC000,,0.0,M and T Main Canal,,,,CH,CNL,,MTC,0.0,1,39.7036432687511,-121.928963191215,1,4,,1,12,True,connected,True
BSL000,BSL000,6,BSL000,Butte Slough at Outfall Gates near Meridian. USGS 11390385,0.0,Butte Slough,Butte Slough at Outfall Gates near Meridian. USGS 11390385,,,CH,SG,11390385,BSL,0.0,1,39.1951319197232,-121.935785970838,1,4,,1,12,True,connected,True
DRC005,DRC005,7,DRC005,Vina Diversion Dam,4.82,Deer Creek,Vina Diversion Dam,100,257.0,CH,STM,,DRC,5.0,1,39.963194440274,-122.034235045243,1,4,,1,12,True,connected,True
CCC019,CCC019,2,CCC019,Mallard Pipeline Tie-in,19.41,Contra Costa Canal,Mallard Pipeline Tie-in,,,CH,CNL,,CCC,19.0,1,38.0195682799108,-121.938440526064,1,4,,1,12,True,connected,True
ANTOC,ANTOC,13,ANTOC,City of Antioch off-model demand for deliveries from Rodger's Point and CCWD.,,,City of Antioch off-model demand for deliveries from Rodger's Point and CCWD.,,,OM,OMD,,,,1,37.990499082753,-121.810288882641,1,4,,1,12,True,connected,True
CHIPPS,CHIPPS,5,CHIPPS,Post NDO node for CCWD diversion at Mallard Slough,,,Post NDO node for CCWD diversion at Mallard Slough,,,CH,,,,,1,38.0473951844875,-121.928224335987,1,4,,1,12,True,connected,True
WTPDEF,WTPDEF,27,WTPDEF,City of Vacaville Diatamaceous Earth Water Treatment Plant,,,City of Vacaville Diatamaceous Earth Water Treatment Plant,,,WTP,,,,,1,38.3536475110183,-121.963464350069,1,4,,1,12,True,connected,True
PSC013,PSC013,2,PSC013,Diversion to Vacaville DE WTP,12.97,Putah South Canal,Diversion to Vacaville DE WTP,,,CH,CNL,,PSC,13.0,1,38.3537193488066,-121.959171116204,1,4,,1,12,True,connected,True
RVC000,RVC000,6,RVC000,USGS 11406890,0.0,Richvale ID Canal,USGS 11406890,,,CH,SG,11406890,RVC,0.0,1,39.5049424586934,-121.685857037448,1,4,,1,12,True,connected,True
HKC002,HKC002,6,HKC002,Diversion Dam at Little West Fork of Feather River,2.46,Toadtown/Hendricks Canal,Diversion Dam at Little West Fork of Feather River,,,CH,SG,11405220,HKC,2.0,1,39.9072275511671,-121.542481923426,1,4,,1,12,True,connected,True
SFF039,SFF039,6,SFF039,South Fork Feather River below Little Grass Valley Dam. USGS 11395030,38.5,Sourth Fork Feather River,South Fork Feather River below Little Grass Valley Dam. USGS 11395030,,,CH,SG,11395030,SFF,39.0,1,39.7239753215234,-121.022273663103,1,4,,1,12,True,connected,True
SFF028,SFF028,6,SFF028,South Fork Feather River below Diversion Dam near Strawberry. USGS 11395200,28.87,South Fork Feather River,South Fork Feather River below Diversion Dam near Strawberry. USGS 11395200,,,CH,SG,11395200,SFF,28.0,1,39.6473861339963,-121.118844703195,1,4,,1,12,True,connected,True
CLLPT,CLLPT,13,CLLPT,Represent 19 water agencies that divert from Clear Lake,,,Represent 19 water agencies that divert from Clear Lake,,,OM,OMD,,,,1,38.8848417442066,-122.775207742361,1,4,,1,12,True,connected,True
ABN014,ABN014,6,ABN014,NID gaging station at Lincoln,14.0,Auburn Ravine,NID gaging station at Lincoln,,,CH,SG,NID Lincoln Gage,ABN,14.0,1,38.8831249439743,-121.298222074839,1,4,,1,12,True,connected,True
TTC000,TTC000,2,TTC000,Toadtown Canal begins and Hendricks Canal ends here at the Toadtown Powerhouse.,0.0,Toadtown Canal,Toadtown Canal begins and Hendricks Canal ends here at the Toadtown Powerhouse.,,,CH,CNL,,TTC,0.0,1,39.8934222665772,-121.593295757293,1,4,,1,12,True,connected,True
WBF039,WBF039,7,WBF039,Confluence with Philbrook Creek.,38.86,West Branch Feather River,Confluence with Philbrook Creek.,,,CH,STM,,WBF,39.0,1,40.0317131188749,-121.510978132502,1,4,,1,12,True,connected,True
RVPHB,RVPHB,26,RVPHB,"Conceptual Reservoir combining Round Valley and Philbrook Reservoir inflows. USGS 11405100, USGS 11405075",2.36,Philbrook Creek,"Conceptual Reservoir combining Round Valley and Philbrook Reservoir inflows. USGS 11405100, USGS 11405075",,,STR,SIM,"USGS 11405100, USGS 11405075",PHB,2.0,1,40.0311960966519,-121.473164111902,1,4,,1,12,True,connected,True
SFD003,SFD003,7,SFD003,South Fork Deer Creek diversion point for Upper Cascade Canal,3.217,South Fork Deer Creek,South Fork Deer Creek diversion point for Upper Cascade Canal,,,CH,STM,,SFD,3.0,1,39.2986334680136,-120.845294914382,1,4,,1,12,True,connected,True
SYC020,SYC020,6,SYC020,Deer Creek Powerhouse near Washington.  USGS 11414205,19.88,South Fork Deer Creek,Deer Creek Powerhouse near Washington.  USGS 11414205,,,CH,SG,11414205,SFD,20.0,1,39.298229576836,-120.844108424612,1,4,,1,12,True,connected,True
SYC002,SYC002,6,SYC002,South Yuba Canal near Emigrant Gap. USGS 11414200,1.58,South Yuba Canal,South Yuba Canal near Emigrant Gap. USGS 11414200,,,CH,SG,11414200,SYC,2.0,1,39.3134009708141,-120.662829223471,1,4,,1,12,True,connected,True
SCOTF,SCOTF,24,SCOTF,Scott Flat Reservoir,24.0,Deer Creek,Scott Flat Reservoir,,,STR,,,DER,24.0,1,39.2709547354108,-120.929006777986,1,4,,1,12,True,connected,True
DER022,DER022,7,DER022,DS Canal Diversion at Deer Creek Reservoir,22.47,Deer Creek,DS Canal Diversion at Deer Creek Reservoir,,,CH,STM,,DER,22.0,1,39.2693507946822,-120.953752482913,1,4,,1,12,True,connected,True
DER018,DER018,7,DER018,Newtown Canal Diversion,17.81,Deer Creek,Newtown Canal Diversion,,,CH,STM,,DER,18.0,1,39.260696879753,-121.024647906421,1,4,,1,12,True,connected,True
DER011,DER011,7,DER011,Tunnel Canal Diversion,10.82,Deer Creek,Tunnel Canal Diversion,,,CH,STM,,DER,11.0,1,39.2447908772,-121.129113409899,1,4,,1,12,True,connected,True
DER002,DER002,7,DER002,NID Return Flow via Squirrel Creek,2.48,Deer Creek,NID Return Flow via Squirrel Creek,,,CH,STM,,DER,2.0,1,39.2293302495975,-121.245168534943,1,4,,1,12,True,connected,True
DER004,DER004,7,DER004,Lake Wildwood Dam and Ketone Canal Diversion,4.36,Deer Creek,Lake Wildwood Dam and Ketone Canal Diversion,,,CH,STM,,DER,4.0,1,39.2360569340202,-121.217326908141,1,4,,1,12,True,connected,True
YUB034,YUB034,7,YUB034,PH  outlet on Yuba River below New Bullards Bar Reservoir,33.5,Yuba River,PH  outlet on Yuba River below New Bullards Bar Reservoir,,,CH,STM,,YUB,34.0,1,39.3302768319731,-121.191617067182,1,4,,1,12,True,connected,True
CGT005,CGT005,7,CGT005,Browns Valley ID Diversion from Colgate Tunnel (Abandoned?),4.93,Colgate Tunnel/Penstock,Browns Valley ID Diversion from Colgate Tunnel (Abandoned?),,,CH,STM,,CGT,5.0,1,39.3367271536347,-121.192187189458,1,4,,1,12,True,connected,True
EAWWTP,EAWWTP,29,EAWWTP,City of Vacaville Easterly Wastewater Treatment Plant,,,City of Vacaville Easterly Wastewater Treatment Plant,,,WWTP,,,,,1,38.3453207523845,-121.903639416485,1,4,,1,12,True,connected,True
WLWWTP,WLWWTP,29,WLWWTP,City of Woodland Wastewater Treatment Plant,,,City of Woodland Wastewater Treatment Plant,,,WWTP,,,,,1,38.6615366519371,-121.712721217189,1,4,,1,12,True,connected,True
DVWWTP,DVWWTP,29,DVWWTP,City of Davis Wastewater Treatment Plant,,,City of Davis Wastewater Treatment Plant,,,WWTP,,,,,1,38.5948745236254,-121.671141551365,1,4,,1,12,True,connected,True
WSB005,WSB005,7,WSB005,Return flow from City of Davis WWTP,5.0,Willow Slough Bypass,Return flow from City of Davis WWTP,,,CH,STM,,WSB,5.0,1,38.5901329461554,-121.666491468186,1,4,,1,12,True,connected,True
ABN006,ABN006,7,ABN006,"South Sutter Water District Diversions at Aitken Ranch, Tom Glenn and Davis Dams on Auburn Ravine and Coppin Dam on Cross Canal.",6.49,Auburn Ravine,"South Sutter Water District Diversions at Aitken Ranch, Tom Glenn and Davis Dams on Auburn Ravine and Coppin Dam on Cross Canal.",,,CH,STM,,ABN,6.0,1,38.8618445210668,-121.41447704477,1,4,,1,12,True,connected,True
LVP007,LVP007,2,LVP007,Intertie with Mokelumne Canal,7.05,Los Vaqueros Pipeline,Intertie with Mokelumne Canal,,,CH,CNL,,LVP,7.0,2,37.9602805501569,-121.742889848439,1,4,,1,12,True,connected,True
MAQ057,MAQ057,2,MAQ057,,56.98,Mokelumne Aqueduct,,,,CH,CNL,,MAQ,57.0,2,37.9541556883881,-121.735127879491,1,4,,1,12,True,connected,True
MAQ001,MAQ001,2,MAQ001,,1.32,Mokelumne Aqueduct,,,,CH,CNL,,MAQ,1.0,2,38.2381351564908,-120.849851456721,1,4,,1,12,True,connected,True
LST003,LST003,6,LST003,Combined Lost Creek near Clipper Mills plus Woodleaf Powerhouse near Woodleaf.  USGS 11396000 + USGS 11396090,3.36,Lost Creek,Combined Lost Creek near Clipper Mills plus Woodleaf Powerhouse near Woodleaf.  USGS 11396000 + USGS 11396090,,,CH,SG,11396000 / 11396090,LST,3.0,1,39.57377042966,-121.141961838541,1,4,,1,12,True,connected,True
BRR072,BRR072,7,BRR072,Historical Upper Boardman Canal Diversion,71.65,Bear River,Historical Upper Boardman Canal Diversion,,,CH,STM,,BRR,72.0,1,39.3003312688735,-120.698615510053,1,4,,1,12,True,connected,True
WTPDWP,WTPDWP,28,WTPDWP,Proposed Woodland-Davis Project Water Treatment Plant,,,Proposed Woodland-Davis Project Water Treatment Plant,,,WTP,PRP,,,,1,38.6683012732374,-121.704891854171,1,4,,1,12,True,connected,True
WTPBLV,WTPBLV,27,WTPBLV,Bella Vista Water Treatment Plant,,,Bella Vista Water Treatment Plant,,,WTP,,,,,1,40.5982888387681,-122.352795689615,1,4,,1,12,True,connected,True
LCWWTP,LCWWTP,29,LCWWTP,Linda County Water District Wastewater Treatment Plant,,,Linda County Water District Wastewater Treatment Plant,,,WWTP,,,,,1,39.098288581689,-121.584206068895,1,4,,1,12,True,connected,True
CGT006,CGT006,6,CGT006,Colgate Powerhouse near French Corral. USGS 11413510,5.34,Colgate Tunnel,Colgate Powerhouse near French Corral. USGS 11413510,,,CH,SG,11413510,CGT,6.0,1,39.3309512973564,-121.191538539162,1,4,,1,12,True,connected,True
NFY002,NFY002,6,NFY002,North Yuba River below New Bullards Bar Dam. USGS 11413520,2.12,North Yuba River,North Yuba River below New Bullards Bar Dam. USGS 11413520,,,CH,SG,11413520 / 11413517,NFY,2.0,1,39.3904964885692,-121.144148553263,1,4,,1,12,True,connected,True
MFY046,MFY046,6,MFY046,Middle Yuba River below Jackson Meadows Dam. USGS 11407900,45.765,Middle Yuba River,Middle Yuba River below Jackson Meadows Dam. USGS 11407900,,,CH,SG,11407900,MFY,46.0,1,39.5158462609012,-120.562156394886,1,4,,1,12,True,connected,True
JKSMD,JKSMD,24,JKSMD,Jackson Meadows Reservoir/Dam,46.524,Middle Yuba River,Jackson Meadows Reservoir/Dam,,,STR,,,,,1,39.5087044585179,-120.555815936875,1,4,,1,12,True,connected,True
CCS009,CCS009,6,CCS009,Canyon Creek below Bowman Lake. USGS 11416500,9.456,Canyon Creek (South),Canyon Creek below Bowman Lake. USGS 11416500,,,CH,SG,11416500,CCS,9.0,1,39.4396404643938,-120.661526810572,1,4,,1,12,True,connected,True
SFY033,SFY033,7,SFY033,Confluence with Canyon Creek (South),33.184,South Yuba River,Confluence with Canyon Creek (South),,,CH,STM,,SFY,33.0,1,39.3609754547193,-120.750173936709,1,4,,1,12,True,connected,True
CCS010,CCS010,7,CCS010,Bowman-Spaulding Conduit diversion dam.,10.28,Canyon Creek (South),Bowman-Spaulding Conduit diversion dam.,,,CH,STM,,SFY,10.0,1,39.4467960499682,-120.655214212643,1,4,,1,12,True,connected,True
BOWMN,BOWMN,24,BOWMN,Bowman Lake/Dam,10.5,Canyon Creek (South),Bowman Lake/Dam,,,STR,,,CCS,11.0,1,39.448508167654,-120.652016011858,1,4,,1,12,True,connected,True
BSC000,BSC000,6,BSC000,Bowman-Spaulding Canal Intake near Graniteville. USGS 11416000,0.581,Bowman-Spaulding Conduit,Bowman-Spaulding Canal Intake near Graniteville. USGS 11416000,,,CH,SG,11416000,BSC,0.0,1,39.4398356395536,-120.659052765169,1,4,,1,12,True,connected,True
BSC009,BSC009,6,BSC009,Bowman-Spaulding Canal at Jordan Creek Siphon. USGS 11416100,10.541,Bowman-Spaulding Conduit,Bowman-Spaulding Canal at Jordan Creek Siphon. USGS 11416100,,,CH,SG,11416100,BSC,9.0,1,39.3421098361986,-120.641605260542,1,4,,1,12,True,connected,True
BSC011,BSC011,6,BSC011,Spaulding No. 3 Powerhouse near Emigrant Gap. USGS 11416200,11.03,Bowman-Spaulding Conduit,Spaulding No. 3 Powerhouse near Emigrant Gap. USGS 11416200,,,CH,SG,11416200,BSC,11.0,1,39.3376989279519,-120.635469394298,1,4,,1,12,True,connected,True
SFY044,SFY044,7,SFY044,Confluence with Fordyce Creek.,43.78,South Yuba River,Confluence with Fordyce Creek.,,,CH,STM,,SFY,44.0,1,39.3467592434505,-120.620361557821,1,4,,1,12,True,connected,True
FDC011,FDC011,6,FDC011,Fordyce Creek below Fordyce Dam. USGS 11414100,10.72,Fordyce Creek,Fordyce Creek below Fordyce Dam. USGS 11414100,,,CH,SG,11414100,FDC,11.0,1,39.3799243875577,-120.499402832714,1,4,,1,12,True,connected,True
FRDYC,FRDYC,24,FRDYC,Fordyce Lake/Dam,10.89,Fordyce Creek,Fordyce Lake/Dam,,,STR,,,FDC,,1,39.3803551311691,-120.496454280062,1,4,,1,12,True,connected,True
SYC001,SYC001,2,SYC001,Nevada Diversion tie-in from Drum Canal,0.894,South Yuba Canal,Nevada Diversion tie-in from Drum Canal,,,CH,CNL,,SYC,1.0,1,39.3194244255123,-120.65490655755,1,4,,1,12,True,connected,True
MBT005,MBT005,6,MBT005,Milton-Bowman Tunnel Outlet near Graniteville. USGS 11408000,4.774,Milton-Bowman Tunnel,Milton-Bowman Tunnel Outlet near Graniteville. USGS 11408000,,,CH,SG,11408000,MBT,5.0,1,39.4601813784448,-120.611240357625,1,4,,1,12,True,connected,True
MFA025,MFA025,6,MFA025,Ralston Afterbay (Oxbow Reservoir) dam.  Powerhouse outlet about 0.4mi downstream.,24.82,Middle Fork American River,Ralston Afterbay (Oxbow Reservoir) dam.  Powerhouse outlet about 0.4mi downstream.,,,CH,SG,11433212,MFA,25.0,1,39.0032472296953,-120.746488887528,1,4,,1,12,True,connected,True
MFA026,MFA026,7,MFA026,Confluence with Rubicon River,25.73,Middle Fork American River,Confluence with Rubicon River,,,CH,STM,,MFA,26.0,1,39.0023607557971,-120.732917106073,1,4,,1,12,True,connected,True
MFA035,MFA035,6,MFA035,Gage below Interbay Dam,35.81,Middle Fork American River,Gage below Interbay Dam,,,CH,SG,11427770,MFA,35.0,1,39.0263845965915,-120.60355302482,1,4,,1,12,True,connected,True
MFA036,MFA036,7,MFA036,Interbay Dam. Diversion point for Ralston Tunnel.,35.87,Middle Fork American River,Interbay Dam. Diversion point for Ralston Tunnel.,,,CH,STM,,MFA,36.0,1,39.0260808307932,-120.602542145252,1,4,,1,12,True,connected,True
MFT011,MFT011,6,MFT011,Middle Fork Powerhouse (L.F. Stephonsan PH),10.97,Middle Fork Tunnel,Middle Fork Powerhouse (L.F. Stephonsan PH),,,CH,SG,11428600,MFT,11.0,1,39.0245260435197,-120.596117323315,1,4,,1,12,True,connected,True
MFA038,MFA038,6,MFA038,Gage above Middle Fork Powerhouse,36.31,Middle Fork American River,Gage above Middle Fork Powerhouse,,,CH,SG,,MFA,38.0,1,39.0253328242452,-120.595354672609,1,4,,1,12,True,connected,True
MFA040,MFA040,7,MFA040,Confluence with Duncan Creek,40.0,Middle Fork American River,Confluence with Duncan Creek,,,CH,STM,,MFA,40.0,1,39.0383172812914,-120.54557088102,1,4,,1,12,True,connected,True
MFA047,MFA047,6,MFA047,Middle Fork American River at French Meadows Reservoir,47.33,Middle Fork American River,Middle Fork American River at French Meadows Reservoir,,,CH,SG,11427500,MFA,47.0,1,39.109738022605,-120.481191765218,1,4,,1,12,True,connected,True
FRMDW,FRMDW,24,FRMDW,French Meadows Reservoir,47.95,Middle Fork American River,French Meadows Reservoir,,,STR,,,MFA,,1,39.1119581563669,-120.470344532992,1,4,,1,12,True,connected,True
DCC008,DCC008,6,DCC008,Duncan Canyon Creek below Diversion Dam near French Meadows,8.87,Duncan Canyon Creek,Duncan Canyon Creek below Diversion Dam near French Meadows,,,CH,SG,11427750,DCC,8.0,1,39.1326910771368,-120.484092385114,1,4,,1,12,True,connected,True
DCC009,DCC009,7,DCC009,Duncan Canyon Diversion Dam,9.11,Duncan Canyon Creek,Duncan Canyon Diversion Dam,,,CH,STM,,DCC,9.0,1,39.1343331771424,-120.481376482519,1,4,,1,12,True,connected,True
DCC010,DCC010,6,DCC010,Duncan Canyon Creek near French Meadows Reservoir,9.34,Duncan Canyon Creek,Duncan Canyon Creek near French Meadows Reservoir,,,CH,SG,11427700,DCC,10.0,1,39.1359336178734,-120.478292171066,1,4,,1,12,True,connected,True
FMT002,FMT002,6,FMT002,French Meadows Power Plant near Meeks Bay,2.48,French Meadows Tunnel,French Meadows Power Plant near Meeks Bay,,,CH,SG,11427200,FMT,2.0,1,39.0780211348763,-120.406059927916,1,4,,1,12,True,connected,True
RUB001,RUB001,7,RUB001,,0.56,Rubicon River,,,,CH,STM,,RUB,1.0,1,39.0007693514632,-120.725255293385,1,4,,1,12,True,connected,True
RUB002,RUB002,6,RUB002,Rubicon River near Foresthill,1.2,Rubicon River,Rubicon River near Foresthill,,,CH,SG,11433200,RUB,2.0,1,38.9924500325586,-120.721565107165,1,4,,1,12,True,connected,True
RUB004,RUB004,7,RUB004,Confluence with Long Canyon Creek,3.63,Rubicon River,Confluence with Long Canyon Creek,,,CH,STM,,RUB,4.0,1,38.9899756726394,-120.68745918959,1,4,,1,12,True,connected,True
RUB005,RUB005,7,RUB005,Confluence with Pilot Creek,5.27,Rubicon River,Confluence with Pilot Creek,,,CH,STM,,RUB,5.0,1,38.970802472911,-120.682665390325,1,4,,1,12,True,connected,True
RUB023,RUB023,7,RUB023,Confluence with South Fork Rubicon River,23.0,Rubicon River,Confluence with South Fork Rubicon River,,,CH,STM,,RUB,23.0,1,38.9696192725578,-120.46969932374,1,4,,1,12,True,connected,True
RUB031,RUB031,6,RUB031,Rubicon River below Hell Hole Dam. Hell Hole Powerhouse.,30.8,Rubicon River,Rubicon River below Hell Hole Dam. Hell Hole Powerhouse.,,,CH,SG,11428800,RUB,31.0,1,39.0565031450317,-120.408078218805,1,4,,1,12,True,connected,True
HHOLE,HHOLE,24,HHOLE,Hell Hole Reservoir,30.94,Rubicon River,Hell Hole Reservoir,,,STR,,,,,1,39.0582894478953,-120.409238422557,1,4,,1,12,True,connected,True
LCY012,LCY012,6,LCY012,Long Canyon Creek near French Meadows. Confluence with North and South Forks of Long Canyon Creek,11.7,Long Canyon Creek,Long Canyon Creek near French Meadows. Confluence with North and South Forks of Long Canyon Creek,,,CH,SG,11433100,LCY,12.0,1,39.02116400646,-120.515527589913,1,4,,1,12,True,connected,True
NLC003,NLC003,7,NLC003,North Fork Long Canyon Creek diversion dam,3.16,North Fork Long Canyon Creek,North Fork Long Canyon Creek diversion dam,,,CH,STM,,NLC,3.0,1,39.0508836985465,-120.481572322494,1,4,,1,12,True,connected,True
NLC002,NLC002,6,NLC002,North Frok Long Canyon Creek Flood Release below Diversion Tunnel near Volcanoville,2.99,North Fork Long Canyon Creek,North Frok Long Canyon Creek Flood Release below Diversion Tunnel near Volcanoville,,,CH,SG,11433085,NLC,2.0,1,39.0486924832496,-120.482553398698,1,4,,1,12,True,connected,True
MFT004,MFT004,2,MFT004,Inflow from North Fork Long Canyon Creek,4.12,Middle Fork Tunnel,Inflow from North Fork Long Canyon Creek,,,CH,CNL,,MFT,4.0,1,39.0423284019805,-120.483737909741,1,4,,1,12,True,connected,True
